WKT,element
"POLYGON ((378847.919 4657387.469 0.0,378854.889 4657377.029 0.0,378840.329 4657378.919 0.0,378847.919 4657387.469 0.0))",2351
"POLYGON ((378860.759 4657390.629 0.0,378854.889 4657377.029 0.0,378847.919 4657387.469 0.0,378860.759 4657390.629 0.0))",2352
"POLYGON ((378296.299 4656528.979 0.0,378312.649 4656551.359 0.0,378331.849 4656525.349 0.0,378296.299 4656528.979 0.0))",2353
"POLYGON ((378296.299 4656528.979 0.0,378282.679 4656557.549 0.0,378312.649 4656551.359 0.0,378296.299 4656528.979 0.0))",2354
"POLYGON ((378727.479 4657351.599 0.0,378707.369 4657337.309 0.0,378704.009 4657361.349 0.0,378727.479 4657351.599 0.0))",2355
"POLYGON ((378748.919 4657361.289 0.0,378744.519 4657342.399 0.0,378727.479 4657351.599 0.0,378748.919 4657361.289 0.0))",2356
"POLYGON ((379013.329 4657569.029 0.0,379027.809 4657570.999 0.0,379026.909 4657559.999 0.0,379013.329 4657569.029 0.0))",2357
"POLYGON ((379019.019 4657578.859 0.0,379027.809 4657570.999 0.0,379013.329 4657569.029 0.0,379019.019 4657578.859 0.0))",2358
"POLYGON ((379011.219 4657550.889 0.0,379013.329 4657569.029 0.0,379026.909 4657559.999 0.0,379011.219 4657550.889 0.0))",2359
"POLYGON ((379011.219 4657550.889 0.0,379001.799 4657561.949 0.0,379013.329 4657569.029 0.0,379011.219 4657550.889 0.0))",2360
"POLYGON ((379031.719 4657613.239 0.0,379024.939 4657604.469 0.0,379018.779 4657612.529 0.0,379031.719 4657613.239 0.0))",2361
"POLYGON ((379761.989 4658602.399 0.0,379742.229 4658710.029 0.0,379861.259 4658647.369 0.0,379761.989 4658602.399 0.0))",2362
"POLYGON ((379665.469 4658616.469 0.0,379742.229 4658710.029 0.0,379761.989 4658602.399 0.0,379665.469 4658616.469 0.0))",2363
"POLYGON ((379048.939 4657525.749 0.0,379036.409 4657519.499 0.0,379037.499 4657527.499 0.0,379048.939 4657525.749 0.0))",2364
"POLYGON ((379046.169 4657510.249 0.0,379036.409 4657519.499 0.0,379048.939 4657525.749 0.0,379046.169 4657510.249 0.0))",2365
"POLYGON ((378347.159 4656847.299 0.0,378349.139 4656812.689 0.0,378330.869 4656822.499 0.0,378347.159 4656847.299 0.0))",2366
"POLYGON ((378347.159 4656847.299 0.0,378371.799 4656829.029 0.0,378349.139 4656812.689 0.0,378347.159 4656847.299 0.0))",2367
"POLYGON ((378349.139 4656812.689 0.0,378320.829 4656794.449 0.0,378330.869 4656822.499 0.0,378349.139 4656812.689 0.0))",2368
"POLYGON ((378349.289 4656783.519 0.0,378320.829 4656794.449 0.0,378349.139 4656812.689 0.0,378349.289 4656783.519 0.0))",2369
"POLYGON ((378999.779 4657312.629 0.0,379031.859 4657317.729 0.0,379020.709 4657289.909 0.0,378999.779 4657312.629 0.0))",2370
"POLYGON ((378999.779 4657312.629 0.0,379011.809 4657340.919 0.0,379031.859 4657317.729 0.0,378999.779 4657312.629 0.0))",2371
"POLYGON ((379020.809 4657367.319 0.0,378995.889 4657357.589 0.0,379001.169 4657381.269 0.0,379020.809 4657367.319 0.0))",2372
"POLYGON ((379011.809 4657340.919 0.0,378995.889 4657357.589 0.0,379020.809 4657367.319 0.0,379011.809 4657340.919 0.0))",2373
"POLYGON ((379103.459 4657314.549 0.0,379113.529 4657278.379 0.0,379085.619 4657291.489 0.0,379103.459 4657314.549 0.0))",2374
"POLYGON ((379143.199 4657310.929 0.0,379113.529 4657278.379 0.0,379103.459 4657314.549 0.0,379143.199 4657310.929 0.0))",2375
"POLYGON ((378404.879 4656478.309 0.0,378454.669 4656441.899 0.0,378407.789 4656421.009 0.0,378404.879 4656478.309 0.0))",2376
"POLYGON ((378966.449 4657308.929 0.0,378986.529 4657288.339 0.0,378954.469 4657281.509 0.0,378966.449 4657308.929 0.0))",2377
"POLYGON ((378966.449 4657308.929 0.0,378999.779 4657312.629 0.0,378986.529 4657288.339 0.0,378966.449 4657308.929 0.0))",2378
"POLYGON ((379051.169 4656600.399 0.0,378992.809 4656657.099 0.0,379070.839 4656667.839 0.0,379051.169 4656600.399 0.0))",2379
"POLYGON ((378997.129 4656569.219 0.0,378992.809 4656657.099 0.0,379051.169 4656600.399 0.0,378997.129 4656569.219 0.0))",2380
"POLYGON ((378537.729 4656612.549 0.0,378585.659 4656578.119 0.0,378546.789 4656557.859 0.0,378537.729 4656612.549 0.0))",2381
"POLYGON ((378583.949 4656635.709 0.0,378585.659 4656578.119 0.0,378537.729 4656612.549 0.0,378583.949 4656635.709 0.0))",2382
"POLYGON ((378579.139 4656409.829 0.0,378511.119 4656408.599 0.0,378546.249 4656462.159 0.0,378579.139 4656409.829 0.0))",2383
"POLYGON ((378538.259 4656273.039 0.0,378629.349 4656276.699 0.0,378577.549 4656219.359 0.0,378538.259 4656273.039 0.0))",2384
"POLYGON ((378583.239 4656341.289 0.0,378629.349 4656276.699 0.0,378538.259 4656273.039 0.0,378583.239 4656341.289 0.0))",2385
"POLYGON ((378777.159 4656626.299 0.0,378813.769 4656675.229 0.0,378839.839 4656618.909 0.0,378777.159 4656626.299 0.0))",2386
"POLYGON ((379170.019 4657025.189 0.0,379237.649 4657058.929 0.0,379238.309 4656987.829 0.0,379170.019 4657025.189 0.0))",2387
"POLYGON ((379170.019 4657025.189 0.0,379168.369 4657095.359 0.0,379237.649 4657058.929 0.0,379170.019 4657025.189 0.0))",2388
"POLYGON ((379113.529 4657278.379 0.0,379081.839 4657264.369 0.0,379085.619 4657291.489 0.0,379113.529 4657278.379 0.0))",2389
"POLYGON ((379113.529 4657278.379 0.0,379120.369 4657235.799 0.0,379081.839 4657264.369 0.0,379113.529 4657278.379 0.0))",2390
"POLYGON ((379100.569 4657191.609 0.0,379158.409 4657195.339 0.0,379131.359 4657149.099 0.0,379100.569 4657191.609 0.0))",2391
"POLYGON ((379120.369 4657235.799 0.0,379158.409 4657195.339 0.0,379100.569 4657191.609 0.0,379120.369 4657235.799 0.0))",2392
"POLYGON ((378926.979 4657271.119 0.0,378933.419 4657299.469 0.0,378954.469 4657281.509 0.0,378926.979 4657271.119 0.0))",2393
"POLYGON ((378926.979 4657271.119 0.0,378905.009 4657293.099 0.0,378933.419 4657299.469 0.0,378926.979 4657271.119 0.0))",2394
"POLYGON ((378285.209 4656268.619 0.0,378275.059 4656207.209 0.0,378246.459 4656243.429 0.0,378285.209 4656268.619 0.0))",2395
"POLYGON ((378285.209 4656268.619 0.0,378330.389 4656225.069 0.0,378275.059 4656207.209 0.0,378285.209 4656268.619 0.0))",2396
"POLYGON ((378376.659 4656174.189 0.0,378395.289 4656243.919 0.0,378438.989 4656194.849 0.0,378376.659 4656174.189 0.0))",2397
"POLYGON ((378330.389 4656225.069 0.0,378395.289 4656243.919 0.0,378376.659 4656174.189 0.0,378330.389 4656225.069 0.0))",2398
"POLYGON ((378455.299 4656383.419 0.0,378511.119 4656408.599 0.0,378504.889 4656336.949 0.0,378455.299 4656383.419 0.0))",2399
"POLYGON ((378455.299 4656383.419 0.0,378454.669 4656441.899 0.0,378511.119 4656408.599 0.0,378455.299 4656383.419 0.0))",2400
"POLYGON ((378537.729 4656612.549 0.0,378498.089 4656645.129 0.0,378541.709 4656658.989 0.0,378537.729 4656612.549 0.0))",2401
"POLYGON ((378494.779 4656604.019 0.0,378498.089 4656645.129 0.0,378537.729 4656612.549 0.0,378494.779 4656604.019 0.0))",2402
"POLYGON ((378826.019 4657302.089 0.0,378848.939 4657293.609 0.0,378832.529 4657279.369 0.0,378826.019 4657302.089 0.0))",2403
"POLYGON ((378826.019 4657302.089 0.0,378845.449 4657315.389 0.0,378848.939 4657293.609 0.0,378826.019 4657302.089 0.0))",2404
"POLYGON ((378933.419 4657299.469 0.0,378966.449 4657308.929 0.0,378954.469 4657281.509 0.0,378933.419 4657299.469 0.0))",2405
"POLYGON ((378940.109 4657324.349 0.0,378966.449 4657308.929 0.0,378933.419 4657299.469 0.0,378940.109 4657324.349 0.0))",2406
"POLYGON ((378942.369 4656825.339 0.0,378878.059 4656853.279 0.0,378946.489 4656883.129 0.0,378942.369 4656825.339 0.0))",2407
"POLYGON ((378395.289 4656243.919 0.0,378462.059 4656270.149 0.0,378438.989 4656194.849 0.0,378395.289 4656243.919 0.0))",2408
"POLYGON ((378395.289 4656243.919 0.0,378402.179 4656304.639 0.0,378462.059 4656270.149 0.0,378395.289 4656243.919 0.0))",2409
"POLYGON ((379101.669 4657006.109 0.0,379161.809 4656963.129 0.0,379086.899 4656940.309 0.0,379101.669 4657006.109 0.0))",2410
"POLYGON ((379170.019 4657025.189 0.0,379161.809 4656963.129 0.0,379101.669 4657006.109 0.0,379170.019 4657025.189 0.0))",2411
"POLYGON ((378671.129 4657010.259 0.0,378637.389 4657027.229 0.0,378663.509 4657037.739 0.0,378671.129 4657010.259 0.0))",2412
"POLYGON ((378640.839 4656996.379 0.0,378637.389 4657027.229 0.0,378671.129 4657010.259 0.0,378640.839 4656996.379 0.0))",2413
"POLYGON ((378611.519 4656981.459 0.0,378646.069 4656964.149 0.0,378616.639 4656952.339 0.0,378611.519 4656981.459 0.0))",2414
"POLYGON ((378640.839 4656996.379 0.0,378646.069 4656964.149 0.0,378611.519 4656981.459 0.0,378640.839 4656996.379 0.0))",2415
"POLYGON ((379006.329 4656847.459 0.0,379082.709 4656873.199 0.0,379079.039 4656810.379 0.0,379006.329 4656847.459 0.0))",2416
"POLYGON ((379006.329 4656847.459 0.0,379010.559 4656912.319 0.0,379082.709 4656873.199 0.0,379006.329 4656847.459 0.0))",2417
"POLYGON ((378971.909 4656362.689 0.0,379079.749 4656403.609 0.0,379054.929 4656282.219 0.0,378971.909 4656362.689 0.0))",2418
"POLYGON ((378633.109 4656871.739 0.0,378590.059 4656878.079 0.0,378603.139 4656903.779 0.0,378633.109 4656871.739 0.0))",2419
"POLYGON ((378633.109 4656871.739 0.0,378600.819 4656844.989 0.0,378590.059 4656878.079 0.0,378633.109 4656871.739 0.0))",2420
"POLYGON ((378856.889 4657058.629 0.0,378884.469 4657013.669 0.0,378838.409 4657017.029 0.0,378856.889 4657058.629 0.0))",2421
"POLYGON ((378903.369 4657060.219 0.0,378884.469 4657013.669 0.0,378856.889 4657058.629 0.0,378903.369 4657060.219 0.0))",2422
"POLYGON ((379189.089 4657486.009 0.0,379225.519 4657475.039 0.0,379197.349 4657452.619 0.0,379189.089 4657486.009 0.0))",2423
"POLYGON ((379215.839 4657512.769 0.0,379225.519 4657475.039 0.0,379189.089 4657486.009 0.0,379215.839 4657512.769 0.0))",2424
"POLYGON ((379242.439 4657547.489 0.0,379189.069 4657548.509 0.0,379210.809 4657583.849 0.0,379242.439 4657547.489 0.0))",2425
"POLYGON ((379242.439 4657547.489 0.0,379215.839 4657512.769 0.0,379189.069 4657548.509 0.0,379242.439 4657547.489 0.0))",2426
"POLYGON ((378672.379 4656880.239 0.0,378641.289 4656906.449 0.0,378681.929 4656917.379 0.0,378672.379 4656880.239 0.0))",2427
"POLYGON ((378633.109 4656871.739 0.0,378641.289 4656906.449 0.0,378672.379 4656880.239 0.0,378633.109 4656871.739 0.0))",2428
"POLYGON ((379079.909 4657349.259 0.0,379101.039 4657374.539 0.0,379117.569 4657343.339 0.0,379079.909 4657349.259 0.0))",2429
"POLYGON ((379079.909 4657349.259 0.0,379068.989 4657382.249 0.0,379101.039 4657374.539 0.0,379079.909 4657349.259 0.0))",2430
"POLYGON ((378254.999 4656145.689 0.0,378233.969 4656089.629 0.0,378201.049 4656144.369 0.0,378254.999 4656145.689 0.0))",2431
"POLYGON ((378298.919 4656087.959 0.0,378233.969 4656089.629 0.0,378254.999 4656145.689 0.0,378298.919 4656087.959 0.0))",2432
"POLYGON ((378339.879 4656025.579 0.0,378359.269 4656102.769 0.0,378413.099 4656053.749 0.0,378339.879 4656025.579 0.0))",2433
"POLYGON ((378339.879 4656025.579 0.0,378298.919 4656087.959 0.0,378359.269 4656102.769 0.0,378339.879 4656025.579 0.0))",2434
"POLYGON ((378915.759 4657135.059 0.0,378913.509 4657171.839 0.0,378946.189 4657161.279 0.0,378915.759 4657135.059 0.0))",2435
"POLYGON ((378915.759 4657135.059 0.0,378880.049 4657148.409 0.0,378913.509 4657171.839 0.0,378915.759 4657135.059 0.0))",2436
"POLYGON ((378851.599 4657169.679 0.0,378843.409 4657131.719 0.0,378818.669 4657156.039 0.0,378851.599 4657169.679 0.0))",2437
"POLYGON ((378880.049 4657148.409 0.0,378843.409 4657131.719 0.0,378851.599 4657169.679 0.0,378880.049 4657148.409 0.0))",2438
"POLYGON ((378914.279 4657241.849 0.0,378945.429 4657248.949 0.0,378937.119 4657221.639 0.0,378914.279 4657241.849 0.0))",2439
"POLYGON ((378914.279 4657241.849 0.0,378926.979 4657271.119 0.0,378945.429 4657248.949 0.0,378914.279 4657241.849 0.0))",2440
"POLYGON ((378818.779 4656976.319 0.0,378791.999 4657020.529 0.0,378838.409 4657017.029 0.0,378818.779 4656976.319 0.0))",2441
"POLYGON ((378777.459 4656977.929 0.0,378791.999 4657020.529 0.0,378818.779 4656976.319 0.0,378777.459 4656977.929 0.0))",2442
"POLYGON ((378869.619 4656328.799 0.0,378788.199 4656376.269 0.0,378887.059 4656425.609 0.0,378869.619 4656328.799 0.0))",2443
"POLYGON ((378785.989 4656283.829 0.0,378788.199 4656376.269 0.0,378869.619 4656328.799 0.0,378785.989 4656283.829 0.0))",2444
"POLYGON ((378169.539 4656103.429 0.0,378188.809 4656049.009 0.0,378131.859 4656069.989 0.0,378169.539 4656103.429 0.0))",2445
"POLYGON ((378233.969 4656089.629 0.0,378188.809 4656049.009 0.0,378169.539 4656103.429 0.0,378233.969 4656089.629 0.0))",2446
"POLYGON ((378728.709 4657053.359 0.0,378692.949 4657059.149 0.0,378716.469 4657086.209 0.0,378728.709 4657053.359 0.0))",2447
"POLYGON ((378700.499 4657029.219 0.0,378692.949 4657059.149 0.0,378728.709 4657053.359 0.0,378700.499 4657029.219 0.0))",2448
"POLYGON ((378671.129 4657010.259 0.0,378706.829 4656996.659 0.0,378677.379 4656981.879 0.0,378671.129 4657010.259 0.0))",2449
"POLYGON ((378700.499 4657029.219 0.0,378706.829 4656996.659 0.0,378671.129 4657010.259 0.0,378700.499 4657029.219 0.0))",2450
"POLYGON ((378749.839 4657083.179 0.0,378768.579 4657116.019 0.0,378788.279 4657087.209 0.0,378749.839 4657083.179 0.0))",2451
"POLYGON ((378749.839 4657083.179 0.0,378733.539 4657113.079 0.0,378768.579 4657116.019 0.0,378749.839 4657083.179 0.0))",2452
"POLYGON ((379178.399 4657624.289 0.0,379180.429 4657669.469 0.0,379227.259 4657637.679 0.0,379178.399 4657624.289 0.0))",2453
"POLYGON ((378859.319 4657206.359 0.0,378887.449 4657223.329 0.0,378882.419 4657186.969 0.0,378859.319 4657206.359 0.0))",2454
"POLYGON ((378860.079 4657270.469 0.0,378836.469 4657253.149 0.0,378832.529 4657279.369 0.0,378860.079 4657270.469 0.0))",2455
"POLYGON ((378929.789 4657093.949 0.0,378960.179 4657125.179 0.0,378977.529 4657079.769 0.0,378929.789 4657093.949 0.0))",2456
"POLYGON ((378929.789 4657093.949 0.0,378915.759 4657135.059 0.0,378960.179 4657125.179 0.0,378929.789 4657093.949 0.0))",2457
"POLYGON ((378646.499 4656935.999 0.0,378609.249 4656927.849 0.0,378616.639 4656952.339 0.0,378646.499 4656935.999 0.0))",2458
"POLYGON ((378646.499 4656935.999 0.0,378641.289 4656906.449 0.0,378609.249 4656927.849 0.0,378646.499 4656935.999 0.0))",2459
"POLYGON ((378942.369 4656825.339 0.0,379001.959 4656786.059 0.0,378932.069 4656761.319 0.0,378942.369 4656825.339 0.0))",2460
"POLYGON ((379006.329 4656847.459 0.0,379001.959 4656786.059 0.0,378942.369 4656825.339 0.0,379006.329 4656847.459 0.0))",2461
"POLYGON ((379158.409 4657195.339 0.0,379180.569 4657150.539 0.0,379131.359 4657149.099 0.0,379158.409 4657195.339 0.0))",2462
"POLYGON ((379216.139 4657181.969 0.0,379180.569 4657150.539 0.0,379158.409 4657195.339 0.0,379216.139 4657181.969 0.0))",2463
"POLYGON ((379054.329 4657116.369 0.0,379005.049 4657120.729 0.0,379029.769 4657153.279 0.0,379054.329 4657116.369 0.0))",2464
"POLYGON ((379054.329 4657116.369 0.0,379026.499 4657073.539 0.0,379005.049 4657120.729 0.0,379054.329 4657116.369 0.0))",2465
"POLYGON ((378826.019 4657302.089 0.0,378804.739 4657312.089 0.0,378821.589 4657322.299 0.0,378826.019 4657302.089 0.0))",2466
"POLYGON ((378826.019 4657302.089 0.0,378806.609 4657289.699 0.0,378804.739 4657312.089 0.0,378826.019 4657302.089 0.0))",2467
"POLYGON ((378787.059 4657275.009 0.0,378809.639 4657263.859 0.0,378788.359 4657250.719 0.0,378787.059 4657275.009 0.0))",2468
"POLYGON ((378806.609 4657289.699 0.0,378809.639 4657263.859 0.0,378787.059 4657275.009 0.0,378806.609 4657289.699 0.0))",2469
"POLYGON ((378913.049 4657206.529 0.0,378914.279 4657241.849 0.0,378937.119 4657221.639 0.0,378913.049 4657206.529 0.0))",2470
"POLYGON ((378913.049 4657206.529 0.0,378887.449 4657223.329 0.0,378914.279 4657241.849 0.0,378913.049 4657206.529 0.0))",2471
"POLYGON ((379151.879 4657550.659 0.0,379189.069 4657548.509 0.0,379174.289 4657519.169 0.0,379151.879 4657550.659 0.0))",2472
"POLYGON ((378728.709 4657053.359 0.0,378768.379 4657052.659 0.0,378744.319 4657015.269 0.0,378728.709 4657053.359 0.0))",2473
"POLYGON ((378749.839 4657083.179 0.0,378768.379 4657052.659 0.0,378728.709 4657053.359 0.0,378749.839 4657083.179 0.0))",2474
"POLYGON ((378205.739 4655848.719 0.0,378266.549 4655899.879 0.0,378274.439 4655816.929 0.0,378205.739 4655848.719 0.0))",2475
"POLYGON ((378175.099 4655926.509 0.0,378266.549 4655899.879 0.0,378205.739 4655848.719 0.0,378175.099 4655926.509 0.0))",2476
"POLYGON ((379181.949 4656396.879 0.0,379304.399 4656399.339 0.0,379234.269 4656304.609 0.0,379181.949 4656396.879 0.0))",2477
"POLYGON ((379181.949 4656396.879 0.0,379234.519 4656507.179 0.0,379304.399 4656399.339 0.0,379181.949 4656396.879 0.0))",2478
"POLYGON ((378843.409 4657131.719 0.0,378805.649 4657122.329 0.0,378818.669 4657156.039 0.0,378843.409 4657131.719 0.0))",2479
"POLYGON ((378843.409 4657131.719 0.0,378829.919 4657092.909 0.0,378805.649 4657122.329 0.0,378843.409 4657131.719 0.0))",2480
"POLYGON ((378812.129 4657055.429 0.0,378856.889 4657058.629 0.0,378838.409 4657017.029 0.0,378812.129 4657055.429 0.0))",2481
"POLYGON ((378829.919 4657092.909 0.0,378856.889 4657058.629 0.0,378812.129 4657055.429 0.0,378829.919 4657092.909 0.0))",2482
"POLYGON ((378869.619 4656328.799 0.0,378940.519 4656262.029 0.0,378860.419 4656252.979 0.0,378869.619 4656328.799 0.0))",2483
"POLYGON ((378971.909 4656362.689 0.0,378940.519 4656262.029 0.0,378869.619 4656328.799 0.0,378971.909 4656362.689 0.0))",2484
"POLYGON ((379090.429 4657540.959 0.0,379119.359 4657548.019 0.0,379103.149 4657520.509 0.0,379090.429 4657540.959 0.0))",2485
"POLYGON ((379090.429 4657540.959 0.0,379101.539 4657566.019 0.0,379119.359 4657548.019 0.0,379090.429 4657540.959 0.0))",2486
"POLYGON ((378809.639 4657263.859 0.0,378810.219 4657237.239 0.0,378788.359 4657250.719 0.0,378809.639 4657263.859 0.0))",2487
"POLYGON ((378809.639 4657263.859 0.0,378836.469 4657253.149 0.0,378810.219 4657237.239 0.0,378809.639 4657263.859 0.0))",2488
"POLYGON ((378411.219 4655981.299 0.0,378339.879 4656025.579 0.0,378413.099 4656053.749 0.0,378411.219 4655981.299 0.0))",2489
"POLYGON ((378333.949 4655946.229 0.0,378339.879 4656025.579 0.0,378411.219 4655981.299 0.0,378333.949 4655946.229 0.0))",2490
"POLYGON ((378266.549 4655899.879 0.0,378339.919 4655862.519 0.0,378274.439 4655816.929 0.0,378266.549 4655899.879 0.0))",2491
"POLYGON ((378266.549 4655899.879 0.0,378333.949 4655946.229 0.0,378339.919 4655862.519 0.0,378266.549 4655899.879 0.0))",2492
"POLYGON ((379079.749 4656403.609 0.0,379135.479 4656310.849 0.0,379054.929 4656282.219 0.0,379079.749 4656403.609 0.0))",2493
"POLYGON ((379079.749 4656403.609 0.0,379181.949 4656396.879 0.0,379135.479 4656310.849 0.0,379079.749 4656403.609 0.0))",2494
"POLYGON ((378498.089 4656645.129 0.0,378504.339 4656687.809 0.0,378541.709 4656658.989 0.0,378498.089 4656645.129 0.0))",2495
"POLYGON ((378498.089 4656645.129 0.0,378463.019 4656674.769 0.0,378504.339 4656687.809 0.0,378498.089 4656645.129 0.0))",2496
"POLYGON ((378679.559 4656951.849 0.0,378646.069 4656964.149 0.0,378677.379 4656981.879 0.0,378679.559 4656951.849 0.0))",2497
"POLYGON ((378646.499 4656935.999 0.0,378646.069 4656964.149 0.0,378679.559 4656951.849 0.0,378646.499 4656935.999 0.0))",2498
"POLYGON ((378785.249 4657148.029 0.0,378768.579 4657116.019 0.0,378749.379 4657145.619 0.0,378785.249 4657148.029 0.0))",2499
"POLYGON ((378785.249 4657148.029 0.0,378805.649 4657122.329 0.0,378768.579 4657116.019 0.0,378785.249 4657148.029 0.0))",2500
"POLYGON ((378995.989 4656724.729 0.0,379074.259 4656744.659 0.0,379070.839 4656667.839 0.0,378995.989 4656724.729 0.0))",2501
"POLYGON ((378995.989 4656724.729 0.0,379001.959 4656786.059 0.0,379074.259 4656744.659 0.0,378995.989 4656724.729 0.0))",2502
"POLYGON ((378812.129 4657055.429 0.0,378768.379 4657052.659 0.0,378788.279 4657087.209 0.0,378812.129 4657055.429 0.0))",2503
"POLYGON ((378791.999 4657020.529 0.0,378768.379 4657052.659 0.0,378812.129 4657055.429 0.0,378791.999 4657020.529 0.0))",2504
"POLYGON ((378995.989 4656724.729 0.0,378928.539 4656694.579 0.0,378932.069 4656761.319 0.0,378995.989 4656724.729 0.0))",2505
"POLYGON ((378995.989 4656724.729 0.0,378992.809 4656657.099 0.0,378928.539 4656694.579 0.0,378995.989 4656724.729 0.0))",2506
"POLYGON ((378975.979 4657257.169 0.0,379007.509 4657260.789 0.0,378994.559 4657240.039 0.0,378975.979 4657257.169 0.0))",2507
"POLYGON ((378975.979 4657257.169 0.0,378986.529 4657288.339 0.0,379007.509 4657260.789 0.0,378975.979 4657257.169 0.0))",2508
"POLYGON ((379159.439 4656900.039 0.0,379236.059 4656925.789 0.0,379233.859 4656863.659 0.0,379159.439 4656900.039 0.0))",2509
"POLYGON ((379159.439 4656900.039 0.0,379161.809 4656963.129 0.0,379236.059 4656925.789 0.0,379159.439 4656900.039 0.0))",2510
"POLYGON ((378798.599 4657178.989 0.0,378770.819 4657172.309 0.0,378781.829 4657198.869 0.0,378798.599 4657178.989 0.0))",2511
"POLYGON ((378785.249 4657148.029 0.0,378770.819 4657172.309 0.0,378798.599 4657178.989 0.0,378785.249 4657148.029 0.0))",2512
"POLYGON ((378806.959 4657208.449 0.0,378798.599 4657178.989 0.0,378781.829 4657198.869 0.0,378806.959 4657208.449 0.0))",2513
"POLYGON ((378806.959 4657208.449 0.0,378828.089 4657190.249 0.0,378798.599 4657178.989 0.0,378806.959 4657208.449 0.0))",2514
"POLYGON ((378851.599 4657169.679 0.0,378859.319 4657206.359 0.0,378882.419 4657186.969 0.0,378851.599 4657169.679 0.0))",2515
"POLYGON ((378851.599 4657169.679 0.0,378828.089 4657190.249 0.0,378859.319 4657206.359 0.0,378851.599 4657169.679 0.0))",2516
"POLYGON ((379043.999 4657374.509 0.0,379025.409 4657388.209 0.0,379046.899 4657398.009 0.0,379043.999 4657374.509 0.0))",2517
"POLYGON ((379020.809 4657367.319 0.0,379025.409 4657388.209 0.0,379043.999 4657374.509 0.0,379020.809 4657367.319 0.0))",2518
"POLYGON ((379304.719 4657544.529 0.0,379265.049 4657584.149 0.0,379316.879 4657595.149 0.0,379304.719 4657544.529 0.0))",2519
"POLYGON ((379242.439 4657547.489 0.0,379265.049 4657584.149 0.0,379304.719 4657544.529 0.0,379242.439 4657547.489 0.0))",2520
"POLYGON ((378650.409 4656205.549 0.0,378714.019 4656238.689 0.0,378719.739 4656171.219 0.0,378650.409 4656205.549 0.0))",2521
"POLYGON ((378629.349 4656276.699 0.0,378714.019 4656238.689 0.0,378650.409 4656205.549 0.0,378629.349 4656276.699 0.0))",2522
"POLYGON ((379136.169 4657520.359 0.0,379117.439 4657496.809 0.0,379103.149 4657520.509 0.0,379136.169 4657520.359 0.0))",2523
"POLYGON ((379136.169 4657520.359 0.0,379148.859 4657493.279 0.0,379117.439 4657496.809 0.0,379136.169 4657520.359 0.0))",2524
"POLYGON ((379158.729 4657463.239 0.0,379189.089 4657486.009 0.0,379197.349 4657452.619 0.0,379158.729 4657463.239 0.0))",2525
"POLYGON ((379158.729 4657463.239 0.0,379148.859 4657493.279 0.0,379189.089 4657486.009 0.0,379158.729 4657463.239 0.0))",2526
"POLYGON ((379136.559 4657438.959 0.0,379170.449 4657430.829 0.0,379146.629 4657406.719 0.0,379136.559 4657438.959 0.0))",2527
"POLYGON ((379136.559 4657438.959 0.0,379158.729 4657463.239 0.0,379170.449 4657430.829 0.0,379136.559 4657438.959 0.0))",2528
"POLYGON ((379119.359 4657548.019 0.0,379136.169 4657520.359 0.0,379103.149 4657520.509 0.0,379119.359 4657548.019 0.0))",2529
"POLYGON ((379119.359 4657548.019 0.0,379151.879 4657550.659 0.0,379136.169 4657520.359 0.0,379119.359 4657548.019 0.0))",2530
"POLYGON ((378507.329 4656210.759 0.0,378538.259 4656273.039 0.0,378577.549 4656219.359 0.0,378507.329 4656210.759 0.0))",2531
"POLYGON ((378462.059 4656270.149 0.0,378538.259 4656273.039 0.0,378507.329 4656210.759 0.0,378462.059 4656270.149 0.0))",2532
"POLYGON ((379007.259 4657401.119 0.0,379025.409 4657388.209 0.0,379001.169 4657381.269 0.0,379007.259 4657401.119 0.0))",2533
"POLYGON ((379025.939 4657409.219 0.0,379025.409 4657388.209 0.0,379007.259 4657401.119 0.0,379025.939 4657409.219 0.0))",2534
"POLYGON ((378913.509 4657171.839 0.0,378940.539 4657193.529 0.0,378946.189 4657161.279 0.0,378913.509 4657171.839 0.0))",2535
"POLYGON ((378913.509 4657171.839 0.0,378913.049 4657206.529 0.0,378940.539 4657193.529 0.0,378913.509 4657171.839 0.0))",2536
"POLYGON ((379232.069 4657442.939 0.0,379264.349 4657459.909 0.0,379259.719 4657418.539 0.0,379232.069 4657442.939 0.0))",2537
"POLYGON ((379225.519 4657475.039 0.0,379264.349 4657459.909 0.0,379232.069 4657442.939 0.0,379225.519 4657475.039 0.0))",2538
"POLYGON ((379401.139 4657458.599 0.0,379362.509 4657513.189 0.0,379429.389 4657525.009 0.0,379401.139 4657458.599 0.0))",2539
"POLYGON ((379347.969 4657461.979 0.0,379362.509 4657513.189 0.0,379401.139 4657458.599 0.0,379347.969 4657461.979 0.0))",2540
"POLYGON ((378757.529 4657194.709 0.0,378744.779 4657175.169 0.0,378739.689 4657192.859 0.0,378757.529 4657194.709 0.0))",2541
"POLYGON ((378770.819 4657172.309 0.0,378744.779 4657175.169 0.0,378757.529 4657194.709 0.0,378770.819 4657172.309 0.0))",2542
"POLYGON ((378127.589 4656026.089 0.0,378192.699 4655991.419 0.0,378115.079 4655979.599 0.0,378127.589 4656026.089 0.0))",2543
"POLYGON ((378188.809 4656049.009 0.0,378192.699 4655991.419 0.0,378127.589 4656026.089 0.0,378188.809 4656049.009 0.0))",2544
